Código Nacional|Nombre Estación|Comuna|Región|Latitud|Longitud|Organismo|Datos Desde|Datos Hasta
170001|Visviri Tenencia|General Lagos|Arica y Parinacota|-17.594999|-69.477499|Dirección Meteorológica de Chile|2013|2020
170007|Visviri INIA|General Lagos|Arica y Parinacota|-17.594721|-69.475277|Instituto de Investigación Agropecuaria|2019|2023
180005|Chacalluta, Arica Ap.|Arica|Arica y Parinacota|-18.355555|-70.340277|Dirección Meteorológica de Chile|1955|2023
180013|El Buitre Arica Ad.|Arica|Arica y Parinacota|-18.508611|-70.287221|Dirección Meteorológica de Chile|1952|1973
180017|Putre|Putre|Arica y Parinacota|-18.2|-69.5625|Dirección Meteorológica de Chile|2017|2023
180018|Defensa Civil, Arica|Arica|Arica y Parinacota|-18.49111|-70.301388|Dirección Meteorológica de Chile|2017|2023
180029|Putre INIA|Putre|Arica y Parinacota|-18.196944|-69.553888|Instituto de Investigación Agropecuaria|2019|2023
180030|Socoroma|Putre|Arica y Parinacota|-18.263888|-69.607777|Instituto de Investigación Agropecuaria|2019|2023
180031|Lago Chungará|Putre|Arica y Parinacota|-18.280832|-69.138055|Instituto de Investigación Agropecuaria|2019|2023
180032|Lluta Alto|Arica|Arica y Parinacota|-18.39361|-69.963333|Instituto de Investigación Agropecuaria|2020|2023
180033|Lluta Bajo|Arica|Arica y Parinacota|-18.413611|-70.206111|Instituto de Investigación Agropecuaria|2019|2023
180034|Lluta Medio|Arica|Arica y Parinacota|-18.452222|-70.067221|Instituto de Investigación Agropecuaria|2019|2023
180035|Belén INIA|Putre|Arica y Parinacota|-18.468332|-69.523332|Instituto de Investigación Agropecuaria|2019|2023
180036|Azapa Medio|Arica|Arica y Parinacota|-18.547777|-70.124721|Instituto de Investigación Agropecuaria|2019|2022
180037|Cerro Blanco|Arica|Arica y Parinacota|-18.574999|-70.069721|Instituto de Investigación Agropecuaria|2019|2023
180038|Ticnamar|Putre|Arica y Parinacota|-18.579999|-69.495833|Instituto de Investigación Agropecuaria|2019|2023
180039|Caleta Vitor|Arica|Arica y Parinacota|-18.781388|-70.283888|Instituto de Investigación Agropecuaria|2019|2023
180040|Chaca INIA|Arica|Arica y Parinacota|-18.81|-70.156111|Instituto de Investigación Agropecuaria|2019|2023
180041|Codpa|Camarones|Arica y Parinacota|-18.832499|-69.745555|Instituto de Investigación Agropecuaria|2019|2023
180042|Cerro Sombrero, Arica|Arica|Arica y Parinacota|-18.5125|-70.265555|Dirección Meteorológica de Chile|2017|2023
180043|Arica, Azapa1|Arica|Arica y Parinacota|-18.509722|-70.248055|Fundación para el Desarrollo Frutícola|2020|2023
180045|Pampa Concordia|Arica|Arica y Parinacota|-18.363055|-70.301944|Instituto de Investigación Agropecuaria|2020|2023
180046|Chapiquiña|Putre|Arica y Parinacota|-18.389444|-69.539444|Instituto de Investigación Agropecuaria|2020|2023
180047|Azapa Alto|Arica|Arica y Parinacota|-18.577499|-69.947221|Instituto de Investigación Agropecuaria|2020|2023
180048|Salar de Surire|Putre|Arica y Parinacota|-18.794721|-69.084444|Instituto de Investigación Agropecuaria|2020|2022
190009|Camarones|Camarones|Arica y Parinacota|-19.010555|-69.857222|Instituto de Investigación Agropecuaria|2019|2023
190011|Cuya|Camarones|Arica y Parinacota|-19.161944|-70.180832|Instituto de Investigación Agropecuaria|2020|2022
200003|Iquique, Cavancha Ap.|Iquique|Tarapacá|-20.23361|-70.143888|Dirección Meteorológica de Chile|1952|1981
200005|Iquique, Los Condores Ad.|Iquique|Tarapacá|-20.253888|-70.084999|Dirección Meteorológica de Chile|1952|1969
200006|Diego Aracena Iquique Ap.|Iquique|Tarapacá|-20.549166|-70.18111|Dirección Meteorológica de Chile|1981|2023
200007|La Huayca, Pozo Almonte|Pozo Almonte|Tarapacá|-20.421666|-69.627499|Dirección Meteorológica de Chile|2017|2019
200010|UNAP (Universidad Arturo Prat), Iquique|Iquique|Tarapacá|-20.270832|-70.130832|Dirección Meteorológica de Chile|2017|2023
200011|Pica Inia|Pica|Tarapacá|-20.501388|-69.342499|Instituto de Investigación Agropecuaria|2020|2023
210007|Ollagüe INIA|Ollague|Antofagasta|-21.223888|-68.255555|Instituto de Investigación Agropecuaria|2019|2023
210901|Ollagüe|Ollague|Antofagasta|-21.224166|-68.255833|Dirección Meteorológica de Chile|2016|2021
220002|El Loa, Calama Ad.|Calama|Antofagasta|-22.498055|-68.892499|Dirección Meteorológica de Chile|1965|2023
220022|Caspana|Calama|Antofagasta|-22.334444|-68.213611|Instituto de Investigación Agropecuaria|2019|2023
220023|Calama Rural|Calama|Antofagasta|-22.47111|-68.943055|Instituto de Investigación Agropecuaria|2019|2023
220024|San Pedro de Atacama INIA|San Pedro de Atacama|Antofagasta|-22.932221|-68.213333|Instituto de Investigación Agropecuaria|2019|2023
230001|Cerro Moreno  Antofagasta  Ap.|Antofagasta|Antofagasta|-23.453611|-70.445277|Dirección Meteorológica de Chile|1944|2023
230002|Universidad Católica del Norte, Antofagasta|Antofagasta|Antofagasta|-23.680832|-70.411111|Dirección Meteorológica de Chile|2016|2022
230004|Toconao|San Pedro de Atacama|Antofagasta|-23.18611|-68.005555|Dirección Meteorológica de Chile|2013|2022
230019|Toconao|San Pedro de Atacama|Antofagasta|-23.190555|-68.007222|Instituto de Investigación Agropecuaria|2019|2023
230020|Socaire|San Pedro de Atacama|Antofagasta|-23.590555|-67.889999|Instituto de Investigación Agropecuaria|2019|2022
230022|Mejillones|Mejillones|Antofagasta|-23.109166|-70.443333|Dirección Meteorológica de Chile|2019|2023
230023|Camar|San Pedro de Atacama|Antofagasta|-23.407222|-67.963611|Instituto de Investigación Agropecuaria|2020|2023
230024|Altos La Portada|Antofagasta|Antofagasta|-23.504166|-70.404722|Instituto de Investigación Agropecuaria|2020|2023
230905|Antofagasta, Oficina Meteorológica|Arica|Arica y Parinacota|-23.7|-70.4|Dirección Meteorológica de Chile|1941|1944
250005|Taltal|Antofagasta|Antofagasta|-25.411111|-70.484166|Dirección Meteorológica de Chile|2014|2023
250007|La Cachina|Taltal|Antofagasta|-25.433888|-70.453333|Instituto de Investigación Agropecuaria|2020|2023
260002|Chañaral  Ad.|Chañaral|Atacama|-26.332221|-70.610833|Dirección Meteorológica de Chile|1954|2002
260007|Isla San Felix|Juan Fernández|Valparaíso|-26.291388|-80.095277|Armada de Chile|2016|2023
260009|Falda Verde|Chañaral|Atacama|-26.299721|-70.624166|Instituto de Investigación Agropecuaria|2020|2022
270001|Mataveri  Isla de Pascua Ap.|Isla de Pascua|Valparaíso|-27.158888|-109.432499|Dirección Meteorológica de Chile|1954|2023
270002|Copiapó, Chamonate Ad.|Copiapó|Atacama|-27.299444|-70.414166|Dirección Meteorológica de Chile|1951|2013
270008|Desierto de Atacama, Caldera  Ad.|Caldera|Atacama|-27.254444|-70.78111|Dirección Meteorológica de Chile|2005|2023
270009|Copiapó Universidad de Atacama|Copiapó|Atacama|-27.358888|-70.353333|Dirección Meteorológica de Chile|2016|2023
270013|Amolana|Tierra Amarilla|Atacama|-27.959722|-70.01|Instituto de Investigación Agropecuaria|2019|2023
270015|Caldera R.B.|Caldera|Atacama|-27.075832|-70.82111|Dirección Meteorológica de Chile|2019|2019
270016|Copiapo|Copiapó|Atacama|-27.345833|-70.407777|Fundación para el Desarrollo Frutícola|2019|2023
270017|Tierra Amarilla, Tranque Lautaro|Tierra Amarilla|Atacama|-28.975554|-70.0|Fundación para el Desarrollo Frutícola|2020|2023
270018|Tierra Amarilla, Jotabeche|Tierra Amarilla|Atacama|-27.588888|-70.244721|Fundación para el Desarrollo Frutícola|2020|2023
270019|Tierra Amarilla, Hornitos|Tierra Amarilla|Atacama|-27.729166|-70.196666|Fundación para el Desarrollo Frutícola|2020|2023
270020|Copiapo, Bodega|Copiapó|Atacama|-27.34361|-70.373054|Fundación para el Desarrollo Frutícola|2020|2023
270021|La Copa|Copiapó|Atacama|-27.345555|-70.621943|Instituto de Investigación Agropecuaria|2020|2023
280003|Vallenar, Ad.|Chañaral|Atacama|-28.593333|-70.756944|Dirección Meteorológica de Chile|1952|2003
280010|Freirina Nicolasa|Freirina|Atacama|-28.516943|-71.01|Dirección Meteorológica de Chile|2017|2023
280021|CE Huasco|Copiapó|Atacama|-28.58111|-70.798333|Instituto de Investigación Agropecuaria|2019|2023
280022|Freirina Vallenar|Vallenar|Atacama|-28.526388|-70.943055|Fundación para el Desarrollo Frutícola|2020|2023
280023|Alto del Carmen|Alto del Carmen|Atacama|-28.768054|-70.449166|Fundación para el Desarrollo Frutícola|2020|2023
280024|Freirina|Freirina|Atacama|-28.506666|-71.103611|Fundación para el Desarrollo Frutícola|2020|2023
280025|Tierra Amarilla, Iglesia Colorada-Quebrada Seca|Tierra Amarilla|Atacama|-28.148888|-69.891944|Fundación para el Desarrollo Frutícola|2020|2023
290004|La Florida, La Serena Ad.|La Serena|Coquimbo|-29.914444|-71.206666|Dirección Meteorológica de Chile|1954|2023
290005|Punta Tortuga faro|Coquimbo|Coquimbo|-29.933888|-71.342777|Armada de Chile|1969|2023
290008|Rivadavia|Vicuña|Coquimbo|-29.96|-70.538055|Dirección Meteorológica de Chile|2013|2013
290014|La Higuera, El Trapiche|La Higuera|Coquimbo|-29.371943|-71.116111|Fundación para el Desarrollo Frutícola|2020|2023
290918|La Serena - Oficina Meteorológica|La Serena|Coquimbo|-29.9|-71.25|Dirección Meteorológica de Chile|1941|1953
300024|Ovalle Escuela Agrícola|Ovalle|Coquimbo|-30.579999|-71.186666|Dirección Meteorológica de Chile|2007|2023
300031|Montepatria FDF (Cerro Guayaquil)|Monte Patria|Coquimbo|-30.681943|-70.939999|Fundación para el Desarrollo Frutícola|2013|2013
300032|Reserva Nacional Fray Jorge|Ovalle|Coquimbo|-30.627221|-71.6625|Dirección Meteorológica de Chile|2013|2014
300034|El Tololo|La Serena|Coquimbo|-30.168332|-70.803611|Dirección Meteorológica de Chile|2016|2023
300035|Pisco Elqui|Paiguano|Coquimbo|-30.028888|-70.517499|Dirección Meteorológica de Chile|1999|2004
300037|Las Chinchillas|Illapel|Coquimbo|-31.515277|-71.095277|Dirección Meteorológica de Chile|2013|2014
300043|Algarrobo Bajo|Illapel|Coquimbo|-30.633054|-71.451388|Instituto de Investigación Agropecuaria|2020|2023
300044|Camarico|Ovalle|Coquimbo|-30.698888|-71.321666|Instituto de Investigación Agropecuaria|2019|2023
300045|El Palqui|Monte Patria|Coquimbo|-30.774443|-70.926943|Instituto de Investigación Agropecuaria|2020|2022
300046|Vicuña, Parque Los Pimientos|Vicuña|Coquimbo|-30.03361|-70.697221|Dirección Meteorológica de Chile|2017|2023
300047|Monte Patria, Municipalidad|Monte Patria|Coquimbo|-30.698333|-70.957777|Dirección Meteorológica de Chile|2017|2023
300048|Monte Patria, El Palqui|Monte Patria|Coquimbo|-30.746388|-70.936944|Fundación para el Desarrollo Frutícola|2020|2023
300049|Paiguano|Paiguano|Coquimbo|-30.046944|-70.510833|Fundación para el Desarrollo Frutícola|2020|2023
300050|Ovalle Recoleta|Ovalle|Coquimbo|-30.490833|-71.165833|Fundación para el Desarrollo Frutícola|2020|2023
300052|Monte Patria|Ovalle|Coquimbo|-30.682221|-70.939444|Fundación para el Desarrollo Frutícola|2020|2023
300053|Punitaqui|Punitaqui|Coquimbo|-30.779999|-71.256111|Fundación para el Desarrollo Frutícola|2020|2023
300054|Chaguaral|Monte Patria|Coquimbo|-30.857222|-70.730554|Instituto de Investigación Agropecuaria|2020|2023
300055|La Polvareda|Punitaqui|Coquimbo|-30.882777|-71.239721|Instituto de Investigación Agropecuaria|2020|2023
300056|Ajial de Quiles|Punitaqui|Coquimbo|-30.920277|-71.384166|Instituto de Investigación Agropecuaria|2020|2023
300909|El Tuqui, Ovalle Ad.|Ovalle|Coquimbo|-30.563611|-71.179443|Dirección Meteorológica de Chile|1952|1954
310023|Canela Baja (Liceo Padre José Herde)|Los Vilos|Coquimbo|-31.389999|-71.412777|Dirección Meteorológica de Chile|2013|2023
310024|Liceo Samuel Román Rojas (Combarbalá)|Combarbalá|Coquimbo|-31.188055|-70.998888|Dirección Meteorológica de Chile|2011|2023
310026|Salamanca|Salamanca|Coquimbo|-31.787221|-70.959722|Fundación para el Desarrollo Frutícola|2020|2023
310040|Vivero Conaf, Illapel|La Serena|Coquimbo|-31.632499|-71.151944|Dirección Meteorológica de Chile|2019|2023
310041|Illapel|Illapel|Coquimbo|-31.73111|-71.205555|Fundación para el Desarrollo Frutícola|2020|2023
310042|Los Vilos, Quebrachar|Los Vilos|Coquimbo|-31.860277|-71.439721|Fundación para el Desarrollo Frutícola|2020|2023
310043|Huentelauquen|Canela|Coquimbo|-31.58861|-71.509722|Instituto de Investigación Agropecuaria|2020|2023
320019|San Felipe Escuela Agrícola|Valparaíso|Valparaíso|-32.755277|-70.706944|Dirección Meteorológica de Chile|2019|2023
320025|Quintero, Estación Aeronáutica|Quintero|Valparaíso|-32.788888|-71.525554|Dirección Meteorológica de Chile|1952|1982
320028|La Cruz,  INIA|La Cruz|Valparaíso|-32.828054|-71.226666|Instituto de Investigación Agropecuaria|2010|2023
320041|Viña del Mar  Ad. (Torquemada)|Viña del Mar|Valparaíso|-32.949444|-71.47611|Dirección Meteorológica de Chile|2013|2023
320043|Cabildo|Cabildo|Valparaíso|-32.446388|-70.947499|Dirección Meteorológica de Chile|1996|2003
320045|Llay Llay, Las Peñas|Llaillay|Valparaíso|-32.881388|-70.913055|Dirección Meteorológica de Chile|2013|2023
320046|Calle Larga (FDF)|Calle Larga|Valparaíso|-32.853333|-70.624999|Fundación para el Desarrollo Frutícola|2010|2023
320048|Longotoma Liceo Agrícola|La Ligua|Valparaíso|-32.393055|-71.371666|Dirección Meteorológica de Chile|2013|2014
320049|Chincolco Liceo agrícola|Petorca|Valparaíso|-32.222499|-70.831666|Dirección Meteorológica de Chile|2017|2023
320050|Nogales Liceo agrícola (FDF)|Nogales|Valparaíso|-32.73361|-71.204166|Fundación para el Desarrollo Frutícola|2010|2023
320051|Los Libertadores|Los Andes|Valparaíso|-32.845555|-70.119166|Dirección Meteorológica de Chile|2012|2023
320055|Catemu|Catemu|Valparaíso|-32.758888|-70.942777|Dirección Meteorológica de Chile|2010|2021
320056|Quintero, Climatológica|Quintero|Valparaíso|-32.784166|-71.522777|Dirección Meteorológica de Chile|2018|2023
320063|Zapallar Catapilco|Zapallar|Valparaíso|-32.561388|-71.297777|Dirección Meteorológica de Chile|2016|2023
320069|Puchuncaví|Puchuncaví|Valparaíso|-32.755|-71.343333|Instituto de Investigación Agropecuaria|2019|2023
320080|Petorca Palquico|Petorca|Valparaíso|-32.256944|-71.141666|Fundación para el Desarrollo Frutícola|2020|2023
320081|La Ligua Pullancon|La Ligua|Valparaíso|-32.306944|-71.230832|Fundación para el Desarrollo Frutícola|2020|2023
320082|Petorca, Manuel Montt|La Ligua|Valparaíso|-32.322777|-71.061111|Fundación para el Desarrollo Frutícola|2020|2023
320083|Cabildo|La Ligua|Valparaíso|-32.362222|-70.819721|Fundación para el Desarrollo Frutícola|2020|2023
320084|La Ligua, El Guindo|La Ligua|Valparaíso|-32.357222|-71.345555|Fundación para el Desarrollo Frutícola|2020|2023
320085|Cabildo, Petorca|La Ligua|Valparaíso|-32.39611|-71.029443|Fundación para el Desarrollo Frutícola|2020|2023
320086|Cabildo, San Lorenzo|Cabildo|Valparaíso|-32.439444|-71.003055|Fundación para el Desarrollo Frutícola|2020|2023
320087|Cabildo, Las Puertas|Cabildo|Valparaíso|-32.482777|-70.933333|Fundación para el Desarrollo Frutícola|2020|2023
320088|Cabildo, Paihuén|Cabildo|Valparaíso|-32.379166|-70.841666|Fundación para el Desarrollo Frutícola|2020|2023
320089|San Felipe, Curimón|San Felipe|Valparaíso|-32.8|-70.700277|Fundación para el Desarrollo Frutícola|2020|2023
320090|Rinconada|Rinconada|Valparaíso|-32.836944|-70.692499|Fundación para el Desarrollo Frutícola|2020|2023
320091|La Ligua, La Higuera|La Ligua|Valparaíso|-32.492777|-71.152777|Fundación para el Desarrollo Frutícola|2020|2023
320092|Putaendo|Putaendo|Valparaíso|-32.59361|-70.72611|Fundación para el Desarrollo Frutícola|2010|2023
320093|Santa María|Santa María|Valparaíso|-32.749166|-70.660277|Fundación para el Desarrollo Frutícola|2010|2023
320094|Panquehue|Panquehue|Valparaíso|-32.756666|-70.808888|Fundación para el Desarrollo Frutícola|2010|2023
320095|Llay Llay|Llaillay|Valparaíso|-32.903333|-70.950555|Fundación para el Desarrollo Frutícola|2020|2023
320096|Quillota|Quillota|Valparaíso|-32.892499|-71.206666|Fundación para el Desarrollo Frutícola|2010|2023
320097|La Cruz|La Cruz|Valparaíso|-32.843055|-71.212777|Fundación para el Desarrollo Frutícola|2020|2023
320098|Hijuelas|La Cruz|Valparaíso|-32.848055|-71.066943|Fundación para el Desarrollo Frutícola|2010|2023
320099|Limache|Limache|Valparaíso|-32.994444|-71.260555|Fundación para el Desarrollo Frutícola|2013|2023
320100|Puchuncaví|Puchuncaví|Valparaíso|-32.73111|-71.424166|Fundación para el Desarrollo Frutícola|2020|2023
320101|Los Andes, Los Espinos|Los Andes|Valparaíso|-32.890277|-70.382221|Fundación para el Desarrollo Frutícola|2020|2023
320102|San Esteban|San Esteban|Valparaíso|-32.750555|-70.5575|Fundación para el Desarrollo Frutícola|2010|2023
320116|Quilimari|Los Vilos|Coquimbo|-32.119166|-71.46|Instituto de Investigación Agropecuaria|2020|2023
320901|Cristo Redentor|Los Andes|Valparaíso|-32.824999|-70.070832|Dirección Meteorológica de Chile|1952|1953
330002|Punta Ángeles faro|Valparaíso|Valparaíso|-33.022777|-71.647499|Armada de Chile|1970|2023
330003|El Belloto Ad.|Quilpué|Valparaíso|-33.047499|-71.416666|Dirección Meteorológica de Chile|1952|1988
330006|Jardín Botánico (ex Parque Fauna), Viña del Mar|Valparaíso|Valparaíso|-33.044999|-71.501944|Dirección Meteorológica de Chile|2016|2023
330007|Rodelillo, Ad.|Viña del Mar|Valparaíso|-33.065277|-71.556388|Dirección Meteorológica de Chile|1971|2023
330019|Eulogio Sánchez, Tobalaba Ad.|La Reina|Metropolitana de Santiago|-33.455277|-70.54861|Dirección Meteorológica de Chile|1954|2023
330020|Quinta Normal, Santiago|Estación Central |Metropolitana de Santiago|-33.444999|-70.682777|Dirección Meteorológica de Chile|1941|2023
330021|Pudahuel Santiago|Pudahuel|Metropolitana de Santiago|-33.378332|-70.787777|Dirección Meteorológica de Chile|1966|2023
330023|Los Cerrillos ad.|Cerrillos|Metropolitana de Santiago|-33.494721|-70.703888|Dirección Meteorológica de Chile|1952|2006
330026|La Platina ( INIA )|La Granja|Metropolitana de Santiago|-33.572777|-70.619721|Instituto de Investigación Agropecuaria|2019|2023
330027|El Bosque Base Aérea|El Bosque|Metropolitana de Santiago|-33.5625|-70.684999|Dirección Meteorológica de Chile|1952|2012
330028|Punta Panul  Faro|Valparaíso|Valparaíso|-33.574999|-71.624999|Armada de Chile|2016|2023
330030|Santo Domingo, Ad.|Santo Domingo|Valparaíso|-33.656111|-71.613333|Dirección Meteorológica de Chile|1966|2023
330031|Juan Fernández, Estación Meteorológica.|Juan Fernández|Valparaíso|-33.635833|-78.833054|Dirección Meteorológica de Chile|1941|2023
330061|Melipilla|Melipilla|Metropolitana de Santiago|-33.692499|-71.215555|Dirección Meteorológica de Chile|2007|2007
330065|Los Tilos (INIA)|Buin|Metropolitana de Santiago|-33.711666|-70.711944|Instituto de Investigación Agropecuaria|2019|2023
330066|La Punta, Juan Fernández  Ad.|Juan Fernández|Valparaíso|-33.666388|-78.931666|Dirección Meteorológica de Chile|2013|2023
330071|Talagante|Talagante|Metropolitana de Santiago|-33.670277|-70.849444|Dirección Meteorológica de Chile|2013|2023
330072|Pirque FDF (ex Raco)|Pirque|Metropolitana de Santiago|-33.678332|-70.58361|Fundación para el Desarrollo Frutícola|1998|2009
330075|Río Clarillo|Pirque|Metropolitana de Santiago|-33.728332|-70.496666|Dirección Meteorológica de Chile|2017|2021
330076|Chorombo Hacienda|María Pinto|Metropolitana de Santiago|-33.529443|-71.229166|Dirección Meteorológica de Chile|2016|2022
330077|El Colorado|Lo Barnechea|Metropolitana de Santiago|-33.35|-70.29361|Dirección Meteorológica de Chile|2012|2023
330083|Colina|Colina|Metropolitana de Santiago|-33.203888|-70.697777|Dirección Meteorológica de Chile|2011|2013
330088|Olmué|Olmué|Valparaíso|-33.021943|-71.186388|Fundación para el Desarrollo Frutícola|2010|2023
330090|Casablanca, Casas del Bosque|Casablanca|Valparaíso|-33.31861|-71.435555|Fundación para el Desarrollo Frutícola|2020|2023
330093|Hospital|Buin|Metropolitana de Santiago|-33.887221|-70.73111|Dirección Meteorológica de Chile|1999|2011
330111|Lo Prado Cerro San Francisco|Pudahuel|Metropolitana de Santiago|-33.458055|-70.94861|Dirección Meteorológica de Chile|2012|2023
330112|San José  Guayacán|San José de Maipo|Metropolitana de Santiago|-33.615277|-70.350555|Dirección Meteorológica de Chile|2012|2023
330113|El Paico|El Monte|Metropolitana de Santiago|-33.706388|-71.008055|Dirección Meteorológica de Chile|2013|2023
330114|San Pablo - DASA|Pudahuel|Metropolitana de Santiago|-33.442221|-70.746666|Dirección Meteorológica de Chile|2013|2023
330118|Lo Pinto|Colina|Metropolitana de Santiago|-33.268054|-70.732221|Dirección Meteorológica de Chile|2014|2023
330121|Curacaví Ad.|Curacaví|Metropolitana de Santiago|-33.411111|-71.167777|Dirección Meteorológica de Chile|2015|2023
