Código Nacional|Nombre Estación|Comuna|Región|Latitud|Longitud|Organismo|Datos Desde|Datos Hasta
380018|Lonquimay|Lonquimay|De La Araucanía|-38.455|-71.361944|Dirección Meteorológica de Chile|2014|2023
380029|La Araucanía Ad.|Temuco|De La Araucanía|-38.934444|-72.653333|Dirección Meteorológica de Chile|2014|2023
380032|Rucamanque-UFRO|Temuco|De La Araucanía|-38.660833|-72.605555|Dirección Meteorológica de Chile|2016|2023
380033|Maquehue-UFRO|Temuco|De La Araucanía|-38.837777|-72.694444|Dirección Meteorológica de Chile|2015|2023
380034|La Isla|Purén|De La Araucanía|-38.029999|-72.981943|Instituto de Investigación Agropecuaria|2019|2023
380035|Surco y Semilla|Collipulli|De La Araucanía|-38.032499|-72.285277|Instituto de Investigación Agropecuaria|2019|2023
380041|Las Palmas|Victoria|De La Araucanía|-38.227777|-72.273332|Instituto de Investigación Agropecuaria|2019|2023
380042|Ponotro|Tirúa|Del Biobío|-38.275277|-73.49861|Instituto de Investigación Agropecuaria|2019|2023
380043|La Providencia|Traiguén|De La Araucanía|-38.291944|-72.611388|Instituto de Investigación Agropecuaria|2019|2023
380044|San Luis|Curacautín|De La Araucanía|-38.401666|-71.9025|Instituto de Investigación Agropecuaria|2019|2022
380046|San Fabián|Galvarino|De La Araucanía|-38.446388|-72.849444|Instituto de Investigación Agropecuaria|2019|2023
380049|Sta. Ines|Lautaro|De La Araucanía|-38.504722|-72.34361|Instituto de Investigación Agropecuaria|2019|2023
380051|Quiripio|Carahue|De La Araucanía|-38.639721|-73.244166|Instituto de Investigación Agropecuaria|2019|2023
380052|Perales|Cholchol|De La Araucanía|-38.663888|-72.808888|Instituto de Investigación Agropecuaria|2019|2023
380054|Tranapuente|Carahue|De La Araucanía|-38.690833|-73.353333|Instituto de Investigación Agropecuaria|2019|2023
380056|Marimenuco|Lonquimay|De La Araucanía|-38.731666|-71.140833|Instituto de Investigación Agropecuaria|2019|2023
380057|Sta. Adela|Nueva Imperial|De La Araucanía|-38.756111|-72.891388|Instituto de Investigación Agropecuaria|2019|2023
380059|El Membrillo|Melipeuco|De La Araucanía|-38.834166|-71.682499|Instituto de Investigación Agropecuaria|2019|2023
380061|Domínguez|Saavedra|De La Araucanía|-38.91861|-73.240277|Instituto de Investigación Agropecuaria|2019|2023
380062|C. Llollinco|Teodoro Schmidt|De La Araucanía|-38.976943|-72.997777|Instituto de Investigación Agropecuaria|2019|2022
380063|Victoria (Reg.)|Victoria|De La Araucanía|-38.228888|-72.343333|Dirección Meteorológica de Chile|2019|2023
380064|Collipulli|Collipulli|De La Araucanía|-38.001111|-72.245555|Fundación para el Desarrollo Frutícola|2020|2023
380065|Traiguén|Traiguén|De La Araucanía|-38.357222|-72.547499|Fundación para el Desarrollo Frutícola|2020|2023
380066|Traiguén, Galvarino|Galvarino|De La Araucanía|-38.359166|-72.709722|Fundación para el Desarrollo Frutícola|2020|2023
380067|Nueva Imperial (FDF)|Nueva Imperial|De La Araucanía|-38.761388|-72.877499|Fundación para el Desarrollo Frutícola|2020|2023
380068|Freire, Los Quilantos|Freire|De La Araucanía|-38.908333|-72.798333|Fundación para el Desarrollo Frutícola|2020|2023
380069|Freire|Freire|De La Araucanía|-38.971388|-72.784166|Fundación para el Desarrollo Frutícola|2020|2023
380070|Teodoro Schmidt, Pocoyan|Teodoro Schmidt|De La Araucanía|-38.992499|-73.098888|Fundación para el Desarrollo Frutícola|2020|2023
380071|Freire, Allipén|Freire|De La Araucanía|-38.999721|-72.52111|Fundación para el Desarrollo Frutícola|2020|2023
380072|San Rafael|Los Sauces|De La Araucanía|-38.070554|-72.724166|Instituto de Investigación Agropecuaria|2020|2023
380073|Gaby Ranquilco|Lumaco|De La Araucanía|-38.116943|-72.88361|Instituto de Investigación Agropecuaria|2020|2023
380074|Pailahueque|Ercilla|De La Araucanía|-38.145555|-72.298333|Instituto de Investigación Agropecuaria|2020|2023
380075|San Sebastián|Perquenco|De La Araucanía|-38.434999|-72.398888|Instituto de Investigación Agropecuaria|2020|2023
380076|Collimallin|Temuco|De La Araucanía|-38.606666|-72.701111|Instituto de Investigación Agropecuaria|2020|2023
380077|Taplón|Padre Las Casas|De La Araucanía|-38.833054|-72.506388|Instituto de Investigación Agropecuaria|2020|2023
380078|El Quincho|Cunco|De La Araucanía|-38.913055|-72.18361|Instituto de Investigación Agropecuaria|2020|2023
380079|Radal|Freire|De La Araucanía|-38.985555|-72.381666|Instituto de Investigación Agropecuaria|2020|2023
380080|Lequecahue Tirúa Ad.|Tirúa|Del Biobío|-38.359444|-73.488333|Dirección Meteorológica de Chile|2021|2023
380901|Victoria Ad.|Victoria|De La Araucanía|-38.247221|-72.347499|Dirección Meteorológica de Chile|1952|1954
390003|Loncoche comisaría|Loncoche|De La Araucanía|-39.372221|-72.635555|Dirección Meteorológica de Chile|1952|1953
390006|Pichoy, Valdivia Ad.|Mariquina|De Los Ríos|-39.656666|-73.087221|Dirección Meteorológica de Chile|1966|2023
390008|Valdivia, Radio Est. FACH.|Valdivia|De Los Ríos|-39.819999|-72.239444|Dirección Meteorológica de Chile|1941|1969
390015|Isla Teja  (Universidad Austral Valdivia)|Valdivia|De Los Ríos|-39.799444|-73.258333|Dirección Meteorológica de Chile|2017|2020
390020|Ad. Las Marías, Valdivia|Valdivia|De Los Ríos|-39.798888|-73.244166|Dirección Meteorológica de Chile|1985|2000
390028|Villarrica|Villarrica|De La Araucanía|-39.189999|-72.112222|Dirección Meteorológica de Chile|2016|2023
390029|Panguipulli|Panguipulli|De Los Ríos|-39.634444|-72.343888|Dirección Meteorológica de Chile|2016|2023
390034|Cuarta Faja|Gorbea|De La Araucanía|-39.115555|-72.605277|Instituto de Investigación Agropecuaria|2019|2023
390035|Huiscapi|Villarrica|De La Araucanía|-39.263333|-72.398888|Instituto de Investigación Agropecuaria|2019|2023
390036|Puala|Curarrehue|De La Araucanía|-39.381943|-71.572499|Instituto de Investigación Agropecuaria|2019|2023
390038|Santa Carla|Panguipulli|De Los Ríos|-39.679443|-72.611388|Instituto de Investigación Agropecuaria|2019|2023
390039|Las Lomas|Máfil|De Los Ríos|-39.700833|-73.014722|Instituto de Investigación Agropecuaria|2019|2023
390040|Estación Experimental Austral|Valdivia|De Los Ríos|-39.787499|-73.234444|Instituto de Investigación Agropecuaria|2019|2023
390043|Corral ESSAL|Corral|De Los Ríos|-39.888055|-73.423888|Dirección Meteorológica de Chile|2018|2023
390044|Cunco|Cunco|De La Araucanía|-39.006944|-72.251666|Fundación para el Desarrollo Frutícola|2020|2023
390045|Gorbea (FDF)|Gorbea|De La Araucanía|-39.103055|-72.615277|Fundación para el Desarrollo Frutícola|2020|2023
390046|Loncoche, Pucón|Pucón|De La Araucanía|-39.356111|-71.768332|Fundación para el Desarrollo Frutícola|2020|2023
390047|Loncoche|Loncoche|De La Araucanía|-39.393333|-72.636666|Fundación para el Desarrollo Frutícola|2020|2023
390048|Villarrica, Vida Nueva|Villarrica|De La Araucanía|-39.196388|-72.261388|Fundación para el Desarrollo Frutícola|2020|2023
390049|Mariquina|Mariquina|De Los Ríos|-39.620832|-73.073332|Fundación para el Desarrollo Frutícola|2020|2023
390050|Máfil|Máfil|De Los Ríos|-39.631943|-72.949721|Fundación para el Desarrollo Frutícola|2020|2023
390051|Faja Maisán|Pitrufquén|De La Araucanía|-39.07111|-72.921943|Instituto de Investigación Agropecuaria|2020|2023
390052|Los Arrayanes|Toltén|De La Araucanía|-39.165277|-73.133054|Instituto de Investigación Agropecuaria|2020|2023
390053|San Enrique|Pucón|De La Araucanía|-39.261666|-71.868054|Instituto de Investigación Agropecuaria|2020|2023
390054|La Paz|Loncoche|De La Araucanía|-39.428054|-72.71861|Instituto de Investigación Agropecuaria|2020|2023
400009|Cañal Bajo,  Osorno Ad.|Osorno|De Los Lagos|-40.614444|-73.0575|Dirección Meteorológica de Chile|1952|2023
400011|Remehue I.N.I.A.|Osorno|De Los Lagos|-40.522221|-73.063611|Instituto de Investigación Agropecuaria|2019|2023
400013|Juan Kalt Bode (Fundación Adolfo Matthei)|Osorno|De Los Lagos|-40.590555|-73.112222|Dirección Meteorológica de Chile|2016|2023
400027|La Pampa I.N.I.A.|Purrangue|De Los Lagos|-40.860555|-73.156944|Instituto de Investigación Agropecuaria|2019|2023
400033|San Juan de la Costa, Bahía Mansa|San Juan de la Costa|De Los Lagos|-40.586666|-73.735277|Dirección Meteorológica de Chile|2017|2023
400034|Lago Verde|Paillaco|De Los Ríos|-40.165|-72.633888|Instituto de Investigación Agropecuaria|2019|2023
400035|Palermo|La Unión|De Los Ríos|-40.259166|-73.106666|Instituto de Investigación Agropecuaria|2019|2023
400037|Quilacahuin|San Pablo|De Los Lagos|-40.348055|-73.3075|Instituto de Investigación Agropecuaria|2019|2023
400039|El Cardal|Río Bueno|De Los Ríos|-40.386666|-72.919166|Instituto de Investigación Agropecuaria|2019|2023
400041|Rucatayo|Río Bueno|De Los Ríos|-40.598888|-72.586666|Instituto de Investigación Agropecuaria|2019|2023
400044|Desague Rupanco|Puyehue|De Los Lagos|-40.752777|-72.663888|Instituto de Investigación Agropecuaria|2019|2023
400047|Octay|Puerto Octay|De Los Lagos|-40.957222|-72.885555|Instituto de Investigación Agropecuaria|2019|2023
400048|Paillaco Norte|Paillaco|De Los Ríos|-40.045833|-72.901388|Fundación para el Desarrollo Frutícola|2020|2023
400049|Paillaco|Paillaco|De Los Ríos|-40.096388|-72.926666|Fundación para el Desarrollo Frutícola|2020|2023
400050|La Unión Norte|La Unión|De Los Ríos|-40.28861|-73.071388|Fundación para el Desarrollo Frutícola|2020|2023
400051|La Unión|Valdivia|De Los Ríos|-40.316666|-73.024166|Fundación para el Desarrollo Frutícola|2020|2023
400052|La Unión, Río Bueno|Río Bueno|De Los Ríos|-40.323054|-72.979721|Fundación para el Desarrollo Frutícola|2020|2023
400053|La Unión, Contra Coronel|Río Bueno|De Los Ríos|-40.338888|-72.978332|Fundación para el Desarrollo Frutícola|2020|2023
400054|Osorno (FDF)|Osorno|De Los Lagos|-40.533333|-73.072499|Fundación para el Desarrollo Frutícola|2020|2023
400055|Río Negro|Río Negro|De Los Lagos|-40.764722|-73.151944|Fundación para el Desarrollo Frutícola|2020|2023
400056|Purranque|Purrangue|De Los Lagos|-40.879443|-73.0525|Fundación para el Desarrollo Frutícola|2020|2023
400057|Huacamapu|San Juan de la Costa|De Los Lagos|-40.659166|-73.491666|Instituto de Investigación Agropecuaria|2020|2023
410005|El Tepual  Puerto Montt Ap.|Puerto Montt|De Los Lagos|-41.447499|-73.095833|Dirección Meteorológica de Chile|1963|2023
410007|Punta Corona faro|Ancud|De Los Lagos|-41.784166|-73.879999|Armada de Chile|2020|2023
410009|Ancud Pupelde Ad.|Ancud|De Los Lagos|-41.904166|-73.793055|Dirección Meteorológica de Chile|1954|2004
410026|Ancud Liceo Agrícola|Ancud|De Los Lagos|-41.866111|-73.816388|Dirección Meteorológica de Chile|2015|2023
410027|Escuela Mirasol, Puerto Montt|Puerto Montt|De Los Lagos|-41.479443|-72.968888|Dirección Meteorológica de Chile|2017|2023
410028|Quilanto|Frutillar |De Los Lagos|-41.030554|-72.99611|Instituto de Investigación Agropecuaria|2019|2023
410030|Polizones|Fresia|De Los Lagos|-41.115277|-73.376666|Instituto de Investigación Agropecuaria|2019|2022
410031|Colegual|Llanquihue|De Los Lagos|-41.221943|-73.259722|Instituto de Investigación Agropecuaria|2019|2023
410032|Ensenada|Puerto Varas|De Los Lagos|-41.233333|-72.516111|Instituto de Investigación Agropecuaria|2019|2023
410036|Los Canelos|Los Muermos|De Los Lagos|-41.481388|-73.474443|Instituto de Investigación Agropecuaria|2019|2022
410040|Puerto Varas ESSAL|Puerto Varas|De Los Lagos|-41.324443|-72.976666|Dirección Meteorológica de Chile|2018|2023
410041|Carelmapu|Maullín|De Los Lagos|-41.709722|-73.672221|Instituto de Investigación Agropecuaria|2020|2023
410901|Chamiza Puerto Montt Ad.|Puerto Montt|De Los Lagos|-41.482777|-72.840555|Dirección Meteorológica de Chile|1941|1963
410924|Ancud Pudeto|Ancud|De Los Lagos|-41.883333|-73.8|Dirección Meteorológica de Chile|1952|1953
420001|Castro Ad.|Castro|De Los Lagos|-42.488333|-73.774443|Dirección Meteorológica de Chile|1954|1990
420004|Chaitén, Ad.|Puerto Montt|De Los Lagos|-42.930277|-72.700833|Dirección Meteorológica de Chile|1965|2008
420011|Segundo Corral Ad.|Cochamó|De Los Lagos|-42.074721|-71.864722|Dirección Meteorológica de Chile|1993|2000
420014|Mocopulli Ad.|Castro|De Los Lagos|-42.346666|-73.715|Dirección Meteorológica de Chile|2012|2023
420015|Nueva Chaitén|Chaitén|De Los Lagos|-42.785277|-72.834999|Dirección Meteorológica de Chile|2018|2023
420016|Butalcura|Dalcahue|De Los Lagos|-42.261666|-73.650833|Instituto de Investigación Agropecuaria|2019|2023
420017|Huyar Alto|Curaco de Veléz|De Los Lagos|-42.403888|-73.568054|Instituto de Investigación Agropecuaria|2019|2023
420019|Tara|Chonchi|De Los Lagos|-42.703611|-73.78861|Instituto de Investigación Agropecuaria|2019|2023
420020|Tenaún|Dalcahue|De Los Lagos|-42.312777|-73.399721|Instituto de Investigación Agropecuaria|2020|2023
420021|Pid Pid|Castro|De Los Lagos|-42.411666|-73.783888|Instituto de Investigación Agropecuaria|2020|2023
420022|Quilquico|Castro|De Los Lagos|-42.491388|-73.708888|Instituto de Investigación Agropecuaria|2020|2023
420023|Isla Chelín|Chonchi|De Los Lagos|-42.589166|-73.532777|Instituto de Investigación Agropecuaria|2020|2023
420024|Tara|Chonchi|De Los Lagos|-42.703611|-73.78861|Instituto de Investigación Agropecuaria|2020|2023
430001|Quellón Ad.|Quellón|De Los Lagos|-43.13361|-73.632777|Dirección Meteorológica de Chile|1952|2023
430002|Futaleufú Ad.|Futaleufú|De Los Lagos|-43.188888|-71.852222|Dirección Meteorológica de Chile|1953|2023
430003|Isla Guafo faro|Quellón|De Los Lagos|-43.566666|-74.827499|Armada de Chile|2020|2023
430004|Alto Palena Ad.|Palena|De Los Lagos|-43.611666|-71.801388|Dirección Meteorológica de Chile|1955|2023
430009|Melinka Ad.|Aisén|Aysén del Gral. Carlos Ibáñez del Campo|-43.897777|-73.739444|Dirección Meteorológica de Chile|2014|2023
430012|La Junta INIA|Cisnes|Aysén del Gral. Carlos Ibáñez del Campo|-43.916943|-72.387221|Instituto de Investigación Agropecuaria|2019|2023
440004|Cisnes Puyuhuapi|Cisnes|Aysén del Gral. Carlos Ibáñez del Campo|-44.323332|-72.555277|Dirección Meteorológica de Chile|2016|2022
450001|Puerto Aysén Ad.|Aisén|Aysén del Gral. Carlos Ibáñez del Campo|-45.399444|-72.677221|Dirección Meteorológica de Chile|1955|2023
450004|Teniente Vidal, Coyhaique Ad.|Coihaique|Aysén del Gral. Carlos Ibáñez del Campo|-45.590833|-72.102222|Dirección Meteorológica de Chile|1946|2023
450005|Balmaceda Ad.|Coihaique|Aysén del Gral. Carlos Ibáñez del Campo|-45.918332|-71.677777|Dirección Meteorológica de Chile|1952|2023
450019|El Claro|Coihaique|Aysén del Gral. Carlos Ibáñez del Campo|-45.58111|-72.092221|Instituto de Investigación Agropecuaria|2019|2023
450020|Tamelaike|Coihaique|Aysén del Gral. Carlos Ibáñez del Campo|-45.759166|-72.061944|Instituto de Investigación Agropecuaria|2019|2023
450021|Vista Hermosa|Coihaique|Aysén del Gral. Carlos Ibáñez del Campo|-45.936944|-71.835277|Instituto de Investigación Agropecuaria|2019|2023
450025|Arroyo el Gato|Coihaique|Aysén del Gral. Carlos Ibáñez del Campo|-45.162777|-71.94361|Instituto de Investigación Agropecuaria|2020|2023
450026|Ñirehuao|Coihaique|Aysén del Gral. Carlos Ibáñez del Campo|-45.249721|-71.694166|Instituto de Investigación Agropecuaria|2020|2023
460001|Chile Chico Ad.|Chile Chico|Aysén del Gral. Carlos Ibáñez del Campo|-46.584999|-71.685277|Dirección Meteorológica de Chile|1952|2023
460002|Cabo Raper faro|Aisén|Aysén del Gral. Carlos Ibáñez del Campo|-46.803333|-75.638055|Armada de Chile|2020|2023
460010|Chile Chico INIA|Chile Chico|Aysén del Gral. Carlos Ibáñez del Campo|-46.543333|-71.699166|Instituto de Investigación Agropecuaria|2019|2023
460013|Bajada Ibañez|Río Ibáñez|Aysén del Gral. Carlos Ibáñez del Campo|-46.180554|-72.043333|Instituto de Investigación Agropecuaria|2020|2023
460014|Puerto Ibáñez|Río Ibáñez|Aysén del Gral. Carlos Ibáñez del Campo|-46.278332|-71.941388|Instituto de Investigación Agropecuaria|2020|2022
470001|Lord Cochrane Ad.|Cochrane|Aysén del Gral. Carlos Ibáñez del Campo|-47.243888|-72.582499|Dirección Meteorológica de Chile|1970|2023
470002|Isla San Pedro, Armada|Tortel|Aysén del Gral. Carlos Ibáñez del Campo|-47.699166|-74.864444|Armada de Chile|2021|2023
470007|Cochrane|Cochrane|Aysén del Gral. Carlos Ibáñez del Campo|-47.241666|-72.582221|Instituto de Investigación Agropecuaria|2019|2023
480002|"Villa O""Higgins subcomisaría"|Cisnes|Aysén del Gral. Carlos Ibáñez del Campo|-48.471388|-72.560277|Dirección Meteorológica de Chile|2013|2023
490001|Puerto Edén|Natales|Magallanes y de la Antártica Chilena|-49.134721|-74.405555|Dirección Meteorológica de Chile|1952|1954
510005|Teniente Gallardo, Puerto Natales Ad.|Natales|Magallanes y de la Antártica Chilena|-51.667221|-72.528888|Dirección Meteorológica de Chile|1990|2023
510011|Cerro Castillo  INIA|Natales|Magallanes y de la Antártica Chilena|-51.176943|-72.435833|Instituto de Investigación Agropecuaria|2019|2023
510017|Puerto Natales INIA|Porvenir|Magallanes y de la Antártica Chilena|-51.698333|-72.483054|Instituto de Investigación Agropecuaria|2019|2023
520002|Punta Dungenes faro|San Gregorio|Magallanes y de la Antártica Chilena|-52.394999|-68.431388|Armada de Chile|2021|2023
520003|Evangelistas faro|Punta Arenas|Magallanes y de la Antártica Chilena|-52.386944|-75.096666|Armada de Chile|2021|2023
520006|Carlos Ibañez, Punta Arenas Ap.|Punta Arenas|Magallanes y de la Antártica Chilena|-53.001666|-70.83861|Dirección Meteorológica de Chile|1964|2023
520011|Kampenaike|Natales|Magallanes y de la Antártica Chilena|-52.611944|-70.943333|Instituto de Investigación Agropecuaria|2019|2023
520012|Instituto de la Patagonia (Jorge Schytte)|Punta Arenas|Magallanes y de la Antártica Chilena|-53.129999|-70.887499|Dirección Meteorológica de Chile|2016|2023
520014|Punta Arenas Unidad Aeropolicial|Punta Arenas|Magallanes y de la Antártica Chilena|-53.152777|-70.926388|Dirección Meteorológica de Chile|2016|2023
520015|Magallanes Villa Tehuelche|Laguna Blanca|Magallanes y de la Antártica Chilena|-52.428888|-71.416111|Dirección Meteorológica de Chile|2016|2023
520027|Tierra del Fuego|Primavera|Magallanes y de la Antártica Chilena|-52.805555|-69.27361|Instituto de Investigación Agropecuaria|2020|2023
520030|Cerro Sombrero, Estrecho de Magallanes|Primavera|Magallanes y de la Antártica Chilena|-52.776388|-69.294721|Dirección Meteorológica de Chile|2019|2023
520031|Estancia 5 de Enero|San Gregorio|Magallanes y de la Antártica Chilena|-52.432499|-70.360555|Instituto de Investigación Agropecuaria|2020|2023
530004|Monseñor Fagnano Punta Arenas|Punta Arenas|Magallanes y de la Antártica Chilena|-53.159722|-70.910277|Dirección Meteorológica de Chile|1970|2018
530005|Fuentes Martínez, Porvenir Ad.|Porvenir|Magallanes y de la Antártica Chilena|-53.253611|-70.32611|Dirección Meteorológica de Chile|1985|2023
530008|Escuela Alberto Hurtado|Punta Arenas|Magallanes y de la Antártica Chilena|-53.166943|-70.945277|Dirección Meteorológica de Chile|2015|2022
530010|Isla Riesco|Río Verde|Magallanes y de la Antártica Chilena|-53.030554|-71.93361|Instituto de Investigación Agropecuaria|2019|2023
530011|Punta Arenas Rural|Punta Arenas|Magallanes y de la Antártica Chilena|-53.068332|-70.873888|Instituto de Investigación Agropecuaria|2019|2023
530029|Estancia Zenia|Porvenir|Magallanes y de la Antártica Chilena|-53.319443|-69.698055|Instituto de Investigación Agropecuaria|2020|2023
540008|Pampa Guanaco, Tierra del Fuego|Timaukel|Magallanes y de la Antártica Chilena|-54.050833|-68.803888|Dirección Meteorológica de Chile|2018|2023
550001|Guardiamarina Zañartu, Pto Williams Ad.|Cabo de Hornos (Ex-Navarino)|Magallanes y de la Antártica Chilena|-54.931666|-67.615555|Dirección Meteorológica de Chile|1968|2023
550002|Cabo de Hornos|Cabo de Hornos (Ex-Navarino)|Magallanes y de la Antártica Chilena|-55.970277|-67.287777|Armada de Chile|2021|2023
560002|Diego Ramírez|Cabo de Hornos (Ex-Navarino)|Magallanes y de la Antártica Chilena|-56.506388|-68.729166|Armada de Chile|2021|2023
950001|C.M.A. Eduardo Frei Montalva, Antártica|Antártica|Magallanes y de la Antártica Chilena|-62.191944|-58.979721|Dirección Meteorológica de Chile|1970|2023
950002|Arturo Prat, Base Antártica|Antártica|Magallanes y de la Antártica Chilena|-62.47861|-59.664166|Armada de Chile|1958|2023
950003|Bernardo O`Higgins, Base Antártica|Antártica|Magallanes y de la Antártica Chilena|-63.320832|-57.899444|Dirección Meteorológica de Chile|1953|2023
950006|Antártica, Bahía Fildes Gobernación Marítima|Antártica|Magallanes y de la Antártica Chilena|-62.201388|-58.963611|Armada de Chile|2017|2023
950901|Antártica, Base Gabriel Gonzalez Videla|Antártica|Magallanes y de la Antártica Chilena|-64.824166|-62.858055|Armada de Chile|2017|2023
